doi,publisher,type,created,created_year
10.5194/bgd-6-11127-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-83-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-203-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-11035-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-11479-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-9701-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-10279-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-7207-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-8075-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-3923-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-11187-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-5589-2009,Copernicus GmbH,posted-content,2010-05-07,2010
10.5194/bgd-6-11521-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-11377-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-10195-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-7053-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-1295-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-429-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-5073-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-463-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-6111-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-10663-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-8167-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-251-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-4739-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-165-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-1233-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-4639-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-787-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-8775-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-565-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-11401-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-1321-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-10883-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-1167-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-503-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-879-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-9737-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-697-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-10817-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-301-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-1675-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-8455-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-1839-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-25-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-11089-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-1377-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-2631-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-11501-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-9455-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-7897-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-2673-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-1529-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-6839-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-55-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-9891-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-9127-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-11435-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-1489-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-1813-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-8041-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-953-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-10583-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-765-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3297-2010,Copernicus GmbH,posted-content,2010-05-06,2010
10.5194/bgd-5-4161-2008,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3061-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-2569-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-1959-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-1633-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-8589-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-1021-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-6491-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-7627-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3227-2010,Copernicus GmbH,posted-content,2010-05-05,2010
10.5194/bgd-7-1407-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3551-2010,Copernicus GmbH,posted-content,2010-05-19,2010
10.5194/bgd-7-1783-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-8961-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-745-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3453-2010,Copernicus GmbH,posted-content,2010-05-10,2010
10.5194/bgd-7-671-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3335-2010,Copernicus GmbH,posted-content,2010-05-07,2010
10.5194/bgd-7-631-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-1863-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-1445-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-2831-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-9045-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-6271-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-2143-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-6339-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-7325-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-2361-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-7103-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-4857-2010,Copernicus GmbH,posted-content,2010-06-23,2010
10.5194/bgd-7-3855-2010,Copernicus GmbH,posted-content,2010-05-25,2010
10.5194/bgd-7-1057-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-11317-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3691-2010,Copernicus GmbH,posted-content,2010-05-21,2010
10.5194/bgd-7-3153-2010,Copernicus GmbH,posted-content,2010-05-03,2010
10.5194/bgd-7-2099-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3521-2010,Copernicus GmbH,posted-content,2010-05-19,2010
10.5194/bgd-6-8531-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-4273-2010,Copernicus GmbH,posted-content,2010-06-07,2010
10.5194/bgd-7-3095-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-2739-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-4425-2010,Copernicus GmbH,posted-content,2010-06-10,2010
10.5194/bgd-7-1995-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-4689-2010,Copernicus GmbH,posted-content,2010-06-17,2010
10.5194/bgd-7-1905-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3815-2010,Copernicus GmbH,posted-content,2010-05-21,2010
10.5194/bgd-7-5047-2010,Copernicus GmbH,posted-content,2010-07-01,2010
10.5194/bgd-6-8359-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-2195-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-2997-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3365-2010,Copernicus GmbH,posted-content,2010-05-10,2010
10.5194/bgd-7-4385-2010,Copernicus GmbH,posted-content,2010-06-10,2010
10.5194/bgd-7-4295-2010,Copernicus GmbH,posted-content,2010-06-08,2010
10.5194/bgd-7-2487-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3931-2010,Copernicus GmbH,posted-content,2010-05-28,2010
10.5194/bgd-7-2767-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-4539-2010,Copernicus GmbH,posted-content,2010-06-16,2010
10.5194/bgd-7-2313-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-9279-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3911-2010,Copernicus GmbH,posted-content,2010-05-25,2010
10.5194/bgd-7-2889-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-5157-2010,Copernicus GmbH,posted-content,2010-07-02,2010
10.5194/bgd-7-4641-2010,Copernicus GmbH,posted-content,2010-06-16,2010
10.5194/bgd-7-5011-2010,Copernicus GmbH,posted-content,2010-07-01,2010
10.5194/bgd-6-9781-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3969-2010,Copernicus GmbH,posted-content,2010-05-28,2010
10.5194/bgd-7-1345-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-4089-2010,Copernicus GmbH,posted-content,2010-06-01,2010
10.5194/bgd-7-2033-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3125-2010,Copernicus GmbH,posted-content,2010-05-03,2010
10.5194/bgd-5-1689-2008,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3651-2010,Copernicus GmbH,posted-content,2010-05-20,2010
10.5194/bgd-7-4045-2010,Copernicus GmbH,posted-content,2010-06-01,2010
10.5194/bgd-7-5557-2010,Copernicus GmbH,posted-content,2010-07-19,2010
10.5194/bgd-6-8691-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-4505-2010,Copernicus GmbH,posted-content,2010-06-15,2010
10.5194/bgd-7-5383-2010,Copernicus GmbH,posted-content,2010-07-13,2010
10.5194/bgd-7-6295-2010,Copernicus GmbH,posted-content,2010-08-23,2010
10.5194/bgd-6-8129-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-4223-2010,Copernicus GmbH,posted-content,2010-06-07,2010
10.5194/bgd-7-4801-2010,Copernicus GmbH,posted-content,2010-06-22,2010
10.5194/bgd-6-4993-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-3477-2010,Copernicus GmbH,posted-content,2010-05-12,2010
10.5194/bgd-7-2065-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-4715-2010,Copernicus GmbH,posted-content,2010-06-21,2010
10.5194/bgd-7-3257-2010,Copernicus GmbH,posted-content,2010-05-06,2010
10.5194/bgd-7-4749-2010,Copernicus GmbH,posted-content,2010-06-22,2010
10.5194/bgd-7-6121-2010,Copernicus GmbH,posted-content,2010-08-18,2010
10.5194/bgd-7-4887-2010,Copernicus GmbH,posted-content,2010-06-23,2010
10.5194/bgd-7-5269-2010,Copernicus GmbH,posted-content,2010-07-08,2010
10.5194/bgd-7-4127-2010,Copernicus GmbH,posted-content,2010-06-04,2010
10.5194/bgd-6-10035-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-5119-2010,Copernicus GmbH,posted-content,2010-07-02,2010
10.5194/bgd-7-5497-2010,Copernicus GmbH,posted-content,2010-07-16,2010
10.5194/bgd-7-1131-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-5859-2010,Copernicus GmbH,posted-content,2010-08-05,2010
10.5194/bgd-7-6441-2010,Copernicus GmbH,posted-content,2010-08-25,2010
10.5194/bgd-7-4565-2010,Copernicus GmbH,posted-content,2010-06-16,2010
10.5194/bgd-6-7821-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-4665-2010,Copernicus GmbH,posted-content,2010-06-16,2010
10.5194/bgd-6-5031-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-6971-2010,Copernicus GmbH,posted-content,2010-09-14,2010
10.5194/bgd-7-5347-2010,Copernicus GmbH,posted-content,2010-07-13,2010
10.5194/bgd-7-2949-2010,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-5081-2010,Copernicus GmbH,posted-content,2010-07-01,2010
10.5194/bgd-7-5253-2010,Copernicus GmbH,posted-content,2010-07-06,2010
10.5194/bgd-7-6387-2010,Copernicus GmbH,posted-content,2010-08-25,2010
10.5194/bgd-7-5675-2010,Copernicus GmbH,posted-content,2010-07-22,2010
10.5194/bgd-6-6539-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-6949-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-7565-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-4463-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-6803-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-5373-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-6371-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-5-4847-2008,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-9583-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-9627-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-10849-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-5623-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-9547-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-9359-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-10311-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-8883-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-7175-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-6749-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-11159-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-10137-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-7983-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-8215-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-7231-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-10557-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-9331-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-9849-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-8851-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-10737-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-3771-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-6441-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-8279-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-10911-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-11347-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-8393-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-10243-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-8661-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-10007-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-9195-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-5705-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-8311-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-6-7933-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-7-5305-2010,Copernicus GmbH,posted-content,2010-07-13,2010
10.5194/bgd-8-415-2011,Copernicus GmbH,posted-content,2011-01-17,2011
10.5194/bgd-7-3393-2010,Copernicus GmbH,posted-content,2010-05-10,2010
10.5194/bgd-7-8409-2010,Copernicus GmbH,posted-content,2010-11-18,2010
10.5194/bgd-7-8087-2010,Copernicus GmbH,posted-content,2010-11-04,2010
10.5194/bgd-7-8215-2010,Copernicus GmbH,posted-content,2010-11-09,2010
10.5194/bgd-8-463-2011,Copernicus GmbH,posted-content,2011-01-17,2011
10.5194/bgd-8-921-2011,Copernicus GmbH,posted-content,2011-02-02,2011
10.5194/bgd-8-355-2011,Copernicus GmbH,posted-content,2011-01-13,2011
10.5194/bgd-8-885-2011,Copernicus GmbH,posted-content,2011-02-02,2011
10.5194/bgd-8-771-2011,Copernicus GmbH,journal-article,2011-01-24,2011
10.5194/bgd-7-8445-2010,Copernicus GmbH,posted-content,2010-11-18,2010
10.5194/bgd-7-5719-2010,Copernicus GmbH,posted-content,2010-07-23,2010
10.5194/bgd-7-8953-2010,Copernicus GmbH,posted-content,2010-12-10,2010
10.5194/bgd-8-385-2011,Copernicus GmbH,journal-article,2011-01-14,2011
10.5194/bgd-7-7271-2010,Copernicus GmbH,posted-content,2010-10-05,2010
10.5194/bgd-7-7449-2010,Copernicus GmbH,posted-content,2010-10-13,2010
10.5194/bgd-7-8521-2010,Copernicus GmbH,posted-content,2010-11-24,2010
10.5194/bgd-8-1015-2011,Copernicus GmbH,posted-content,2011-02-07,2011
10.5194/bgd-7-8477-2010,Copernicus GmbH,posted-content,2010-11-19,2010
10.5194/bgd-4-4697-2007,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-8-83-2011,Copernicus GmbH,posted-content,2011-01-05,2011
10.5194/bgd-8-549-2011,Copernicus GmbH,journal-article,2011-01-19,2011
10.5194/bgd-7-4987-2010,Copernicus GmbH,posted-content,2010-07-01,2010
10.5194/bgd-8-435-2011,Copernicus GmbH,journal-article,2011-01-17,2011
10.5194/bgd-6-3851-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-8-857-2011,Copernicus GmbH,posted-content,2011-02-01,2011
10.5194/bgd-8-1109-2011,Copernicus GmbH,posted-content,2011-02-07,2011
10.5194/bgd-8-2235-2011,Copernicus GmbH,journal-article,2011-03-04,2011
10.5194/bgd-7-5757-2010,Copernicus GmbH,posted-content,2010-07-29,2010
10.5194/bgd-8-1643-2011,Copernicus GmbH,journal-article,2011-02-23,2011
10.5194/bgd-7-8381-2010,Copernicus GmbH,posted-content,2010-11-15,2010
10.5194/bgd-8-1693-2011,Copernicus GmbH,journal-article,2011-02-24,2011
10.5194/bgd-8-1947-2011,Copernicus GmbH,journal-article,2011-03-01,2011
10.5194/bgd-7-9273-2010,Copernicus GmbH,posted-content,2010-12-22,2010
10.5194/bgd-7-8663-2010,Copernicus GmbH,posted-content,2010-11-30,2010
10.5194/bgd-8-2357-2011,Copernicus GmbH,journal-article,2011-03-07,2011
10.5194/bgd-7-7903-2010,Copernicus GmbH,posted-content,2010-10-29,2010
10.5194/bgd-7-3765-2010,Copernicus GmbH,posted-content,2010-05-21,2010
10.5194/bgd-7-8817-2010,Copernicus GmbH,posted-content,2010-12-06,2010
10.5194/bgd-8-2329-2011,Copernicus GmbH,journal-article,2011-03-07,2011
10.5194/bgd-8-221-2011,Copernicus GmbH,posted-content,2011-01-11,2011
10.5194/bgd-7-5801-2010,Copernicus GmbH,posted-content,2010-07-30,2010
10.5194/bgd-8-1411-2011,Copernicus GmbH,posted-content,2011-02-15,2011
10.5194/bgd-8-1483-2011,Copernicus GmbH,journal-article,2011-02-21,2011
10.5194/bgd-8-655-2011,Copernicus GmbH,journal-article,2011-01-21,2011
10.5194/bgd-5-191-2008,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/bgd-8-2913-2011,Copernicus GmbH,journal-article,2011-03-18,2011
10.5194/bgd-8-1445-2011,Copernicus GmbH,journal-article,2011-02-17,2011
10.5194/bgd-8-1137-2011,Copernicus GmbH,posted-content,2011-02-08,2011
10.5194/bgd-7-4953-2010,Copernicus GmbH,posted-content,2010-07-01,2010
10.5194/bgd-8-1077-2011,Copernicus GmbH,posted-content,2011-02-07,2011
10.5194/bgd-8-527-2011,Copernicus GmbH,posted-content,2011-01-19,2011
10.5194/bgd-8-1169-2011,Copernicus GmbH,posted-content,2011-02-09,2011
10.5194/bgd-8-4015-2011,Copernicus GmbH,journal-article,2011-04-20,2011
10.5194/bgd-8-801-2011,Copernicus GmbH,posted-content,2011-01-28,2011
10.5194/bgd-8-3403-2011,Copernicus GmbH,posted-content,2011-03-30,2011
10.5194/bgd-8-185-2011,Copernicus GmbH,journal-article,2011-01-10,2011
10.5194/bgd-7-8245-2010,Copernicus GmbH,posted-content,2010-11-10,2010
10.5194/bgd-8-3463-2011,Copernicus GmbH,journal-article,2011-03-31,2011
10.5194/bgd-8-121-2011,Copernicus GmbH,posted-content,2011-01-07,2011
10.5194/bgd-8-157-2011,Copernicus GmbH,posted-content,2011-01-07,2011
10.5194/bgd-7-6207-2010,Copernicus GmbH,posted-content,2010-08-18,2010
10.5194/bgd-8-1733-2011,Copernicus GmbH,posted-content,2011-02-24,2011
10.5194/bgd-8-4421-2011,Copernicus GmbH,journal-article,2011-05-05,2011
10.5194/bgd-8-1831-2011,Copernicus GmbH,journal-article,2011-02-25,2011
10.5194/bgd-8-1227-2011,Copernicus GmbH,posted-content,2011-02-10,2011
10.5194/bgd-7-6997-2010,Copernicus GmbH,posted-content,2010-09-15,2010
10.5194/bgd-8-1617-2011,Copernicus GmbH,journal-article,2011-02-23,2011
10.5194/bgd-7-7173-2010,Copernicus GmbH,posted-content,2010-09-27,2010
10.5194/bgd-8-631-2011,Copernicus GmbH,posted-content,2011-01-21,2011
10.5194/bgd-8-2145-2011,Copernicus GmbH,journal-article,2011-03-03,2011
10.5194/bgd-8-1335-2011,Copernicus GmbH,posted-content,2011-02-11,2011
10.5194/bgd-7-7475-2010,Copernicus GmbH,posted-content,2010-10-13,2010
10.5194/bgd-8-1809-2011,Copernicus GmbH,posted-content,2011-02-25,2011
10.5194/bgd-7-9219-2010,Copernicus GmbH,posted-content,2010-12-21,2010
10.5194/bgd-8-2563-2011,Copernicus GmbH,journal-article,2011-03-11,2011
10.5194/bgd-8-3203-2011,Copernicus GmbH,journal-article,2011-03-23,2011
10.5194/bgd-8-3081-2011,Copernicus GmbH,journal-article,2011-03-22,2011
10.5194/bgd-7-8553-2010,Copernicus GmbH,posted-content,2010-11-24,2010
10.5194/bgd-8-1043-2011,Copernicus GmbH,posted-content,2011-02-07,2011
10.5194/bgd-8-4633-2011,Copernicus GmbH,journal-article,2011-05-12,2011
10.5194/bgd-7-8019-2010,Copernicus GmbH,posted-content,2010-11-01,2010
10.5194/bgd-8-1197-2011,Copernicus GmbH,posted-content,2011-02-10,2011
10.5194/bgd-8-3435-2011,Copernicus GmbH,journal-article,2011-03-30,2011
10.5194/bgd-8-4391-2011,Copernicus GmbH,posted-content,2011-05-05,2011
10.5194/bgd-8-2281-2011,Copernicus GmbH,journal-article,2011-03-07,2011
10.5194/bgd-8-2957-2011,Copernicus GmbH,journal-article,2011-03-21,2011
10.5194/bgd-8-5057-2011,Copernicus GmbH,journal-article,2011-05-25,2011
10.5194/bgd-8-3863-2011,Copernicus GmbH,journal-article,2011-04-14,2011
10.5194/bgd-8-4359-2011,Copernicus GmbH,posted-content,2011-05-04,2011
10.5194/bgd-8-3121-2011,Copernicus GmbH,journal-article,2011-03-22,2011
10.5194/bgd-7-6353-2010,Copernicus GmbH,posted-content,2010-08-25,2010
10.5194/bgd-8-3697-2011,Copernicus GmbH,journal-article,2011-04-07,2011
10.5194/bgd-8-2093-2011,Copernicus GmbH,journal-article,2011-03-03,2011
10.5194/bgd-8-4107-2011,Copernicus GmbH,posted-content,2011-04-26,2011
10.5194/bgd-8-2183-2011,Copernicus GmbH,journal-article,2011-03-04,2011
10.5194/bgd-8-4163-2011,Copernicus GmbH,journal-article,2011-04-29,2011
10.5194/bgd-7-7575-2010,Copernicus GmbH,posted-content,2010-10-19,2010
10.5194/bgd-8-4209-2011,Copernicus GmbH,posted-content,2011-05-02,2011
10.5194/bgd-8-2593-2011,Copernicus GmbH,journal-article,2011-03-16,2011
10.5194/bgd-8-941-2011,Copernicus GmbH,posted-content,2011-02-04,2011
10.5194/bgd-7-6545-2010,Copernicus GmbH,posted-content,2010-09-01,2010
10.5194/bgd-8-5729-2011,Copernicus GmbH,journal-article,2011-06-20,2011
10.5194/bgd-8-3289-2011,Copernicus GmbH,journal-article,2011-03-24,2011
10.5194/bgd-8-5587-2011,Copernicus GmbH,journal-article,2011-06-09,2011
10.5194/bgd-8-1917-2011,Copernicus GmbH,journal-article,2011-03-01,2011
10.5194/bgd-7-8919-2010,Copernicus GmbH,posted-content,2010-12-09,2010
10.5194/bgd-8-3829-2011,Copernicus GmbH,posted-content,2011-04-14,2011
10.5194/bgd-8-5537-2011,Copernicus GmbH,journal-article,2011-06-09,2011
10.5194/bgd-8-3051-2011,Copernicus GmbH,posted-content,2011-03-21,2011
10.5194/bgd-8-3253-2011,Copernicus GmbH,journal-article,2011-03-23,2011
10.5194/bgd-8-2721-2011,Copernicus GmbH,journal-article,2011-03-16,2011
10.5194/bgd-7-7391-2010,Copernicus GmbH,posted-content,2010-10-11,2010
10.5194/bgd-7-6323-2010,Copernicus GmbH,posted-content,2010-08-25,2010
10.5194/bgd-8-3899-2011,Copernicus GmbH,journal-article,2011-04-18,2011
10.5194/bgd-8-2439-2011,Copernicus GmbH,posted-content,2011-03-09,2011
10.5194/bgd-8-5955-2011,Copernicus GmbH,journal-article,2011-06-28,2011
10.5194/bgd-8-1879-2011,Copernicus GmbH,journal-article,2011-03-01,2011
